GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,JS4E001,JS4E002,JS4E003,JS4E004,JS4E005,JS4E006,JS4E007,JS4E008,JS4E009,JS4E010,JS4E011,JS4E012,JS4E013,JS4E014,JS4E015,JS4E016,JS4E017,JS4E018,JS4E019,JS4E020,JS4E021,JS4E022,JS4E023,JS4E024,JTGE001,JTGE002,JTGE003,JTGE004,JTGE005,JTGE006,JTGE007,JTGE008,JTGE009,JTGE010,JTGE011,JTGE012,JTGE013,JTGE014,JTGE015,JTGE016,JTGE017,JTGE018,JTGE019,JTGE020,JTGE021,JTGE022,JTGE023,JTGE024,JTGE025,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017,JS4M001,JS4M002,JS4M003,JS4M004,JS4M005,JS4M006,JS4M007,JS4M008,JS4M009,JS4M010,JS4M011,JS4M012,JS4M013,JS4M014,JS4M015,JS4M016,JS4M017,JS4M018,JS4M019,JS4M020,JS4M021,JS4M022,JS4M023,JS4M024,JTGM001,JTGM002,JTGM003,JTGM004,JTGM005,JTGM006,JTGM007,JTGM008,JTGM009,JTGM010,JTGM011,JTGM012,JTGM013,JTGM014,JTGM015,JTGM016,JTGM017,JTGM018,JTGM019,JTGM020,JTGM021,JTGM022,JTGM023,JTGM024,JTGM025
"G27016509502003","2006-2010",,,"Minnesota","27","Watonwan County","165",,,"950200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9502, Watonwan County, Minnesota",444,21,36,51,17,46,37,47,23,30,27,40,46,0,23,0,0,100,100,0,0,0,12,20,0,0,0,0,10,0,8,50,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,20,0,69,76,50,22,32,21,18,13,0,23,0,0,0,0,0,0,"Block Group 3, Census Tract 9502, Watonwan County, Minnesota",102,28,40,59,25,44,29,38,27,33,31,38,41,93,35,93,93,60,60,93,93,93,20,31,93,93,93,93,16,93,14,43,93,93,93,93,93,93,93,93,93,101,93,93,93,93,93,93,31,93,66,51,41,25,38,23,29,22,93,35,93,93,93,93,93,93
"G27016509502004","2006-2010",,,"Minnesota","27","Watonwan County","165",,,"950200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9502, Watonwan County, Minnesota",450,10,38,90,0,49,39,64,33,0,6,47,41,23,10,0,0,143,143,0,0,11,10,0,0,16,0,0,0,19,0,10,50,16,0,0,0,11,0,0,0,307,0,0,0,0,0,16,0,0,23,23,69,53,6,20,23,18,13,17,16,10,0,0,0,0,"Block Group 4, Census Tract 9502, Watonwan County, Minnesota",81,17,36,70,93,47,31,53,26,93,11,37,38,27,17,93,93,78,78,93,93,18,17,93,93,26,93,93,93,30,93,16,59,27,93,93,93,17,93,93,93,82,93,93,93,93,93,24,93,93,28,25,54,49,11,28,25,22,19,27,21,17,93,93,93,93
"G27016509503001","2006-2010",,,"Minnesota","27","Watonwan County","165",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503, Watonwan County, Minnesota",299,9,16,25,21,12,26,8,35,14,54,40,27,9,0,3,0,55,42,0,0,0,0,0,0,7,0,7,1,6,3,5,11,2,0,0,0,0,0,0,13,244,2,1,5,2,15,0,14,25,33,29,8,38,9,3,9,15,18,7,9,2,0,0,0,0,"Block Group 1, Census Tract 9503, Watonwan County, Minnesota",43,10,9,12,15,8,16,6,25,10,32,24,15,9,93,5,93,26,25,93,93,93,93,93,93,10,93,11,3,10,4,8,17,5,93,93,93,93,93,93,10,39,3,4,5,4,14,93,8,14,24,14,5,27,8,4,6,12,11,7,8,3,93,93,93,93
"G27016509503002","2006-2010",,,"Minnesota","27","Watonwan County","165",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9503, Watonwan County, Minnesota",290,11,10,8,20,11,14,15,25,11,40,43,54,11,8,4,5,19,16,0,0,2,0,1,0,0,5,0,0,0,4,0,1,0,0,0,0,0,3,0,3,271,2,0,0,5,4,11,13,6,22,26,3,31,28,16,12,12,15,14,11,29,8,0,0,3,"Block Group 2, Census Tract 9503, Watonwan County, Minnesota",42,9,8,9,11,8,11,11,13,9,16,17,29,6,8,5,4,13,11,93,93,3,93,2,93,93,6,93,93,93,7,93,4,93,93,93,93,93,5,93,4,42,2,93,93,6,5,10,7,9,13,13,4,13,15,9,9,8,10,8,7,25,6,93,93,4
"G27016509503003","2006-2010",,,"Minnesota","27","Watonwan County","165",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9503, Watonwan County, Minnesota",296,15,26,28,16,20,18,13,21,17,28,23,36,23,4,2,6,31,11,0,0,0,2,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,20,265,4,13,4,6,7,14,7,16,11,13,13,13,22,21,21,17,19,13,9,5,4,3,3,7,"Block Group 3, Census Tract 9503, Watonwan County, Minnesota",39,9,17,11,8,12,10,8,10,11,11,15,14,16,4,3,5,16,9,93,93,93,4,93,93,2,9,93,93,93,93,3,93,93,93,93,93,93,93,93,13,39,4,18,4,6,5,13,6,9,11,8,8,9,10,9,13,9,9,8,9,5,4,5,4,6
"G27016509503004","2006-2010",,,"Minnesota","27","Watonwan County","165",,,"950300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9503, Watonwan County, Minnesota",236,10,6,4,7,6,9,28,17,8,38,20,36,13,8,13,13,21,9,0,2,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,215,5,0,0,4,1,11,2,6,4,7,4,21,19,22,21,28,8,24,8,14,0,5,1,0,"Block Group 4, Census Tract 9503, Watonwan County, Minnesota",31,8,5,4,7,7,5,17,11,6,21,11,11,8,7,9,8,12,7,93,3,3,93,6,93,93,93,4,93,93,93,93,93,93,93,93,93,93,93,93,12,34,5,93,93,4,3,11,3,5,4,5,4,11,10,10,12,16,5,11,7,10,93,5,3,93
"G27016709501001","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9501, Wilkin County, Minnesota",246,17,8,8,20,7,0,2,29,17,22,39,50,15,4,6,2,25,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,9,0,0,0,6,221,4,3,5,2,1,0,0,1,5,3,7,16,18,29,24,28,24,14,8,19,8,2,0,0,"Block Group 1, Census Tract 9501, Wilkin County, Minnesota",31,14,7,8,13,10,93,2,17,12,14,15,18,13,4,5,3,19,17,93,93,93,93,93,93,93,93,93,93,93,4,93,93,12,93,93,12,93,93,93,9,30,5,4,5,2,2,93,93,2,6,6,8,12,13,16,15,13,15,9,7,9,10,3,93,93
"G27016709501002","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9501, Wilkin County, Minnesota",252,4,12,13,5,9,17,17,12,17,42,43,34,10,11,3,3,24,17,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,228,0,0,0,0,2,1,3,4,15,4,33,14,14,36,32,23,4,30,8,5,0,0,0,0,"Block Group 2, Census Tract 9501, Wilkin County, Minnesota",47,5,8,9,6,9,14,17,8,19,19,21,20,9,12,4,4,14,11,93,6,5,93,93,93,93,93,93,93,93,93,93,93,93,4,93,93,8,93,93,7,46,93,93,93,93,3,4,5,6,12,5,21,9,11,21,22,15,5,18,7,5,93,93,93,93
"G27016709501003","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9501, Wilkin County, Minnesota",268,7,5,5,20,24,36,5,14,6,29,19,31,29,22,9,7,30,9,0,0,0,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,238,25,6,12,0,10,1,5,9,9,2,5,24,11,39,23,4,13,20,5,11,4,0,0,0,"Block Group 3, Census Tract 9501, Wilkin County, Minnesota",42,9,6,5,16,17,22,6,9,7,16,11,15,17,13,10,7,17,10,93,93,93,5,93,5,93,93,6,93,93,93,93,93,93,93,93,93,93,93,93,15,39,20,9,8,93,13,4,5,8,7,3,5,16,8,23,15,4,8,13,5,11,5,93,93,93
"G27016709501004","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9501, Wilkin County, Minnesota",511,17,13,9,23,24,32,29,34,35,78,58,87,35,12,13,12,12,9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,3,499,13,22,14,19,29,20,13,31,37,14,12,24,23,53,29,64,40,15,15,3,0,9,0,0,"Block Group 4, Census Tract 9501, Wilkin County, Minnesota",48,12,7,8,12,13,18,21,15,19,25,22,27,16,10,8,11,9,7,93,93,93,93,93,93,93,4,6,93,93,93,93,93,3,93,93,93,93,93,93,4,50,10,17,10,10,22,14,7,17,19,9,11,14,14,24,13,20,21,11,9,8,93,7,93,93
"G27016709502001","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9502, Wilkin County, Minnesota",397,52,12,33,0,15,27,14,58,2,21,47,49,38,18,11,0,86,86,10,0,32,0,0,0,0,9,0,12,0,0,0,0,23,0,0,0,0,0,0,0,311,0,10,0,0,2,0,19,6,0,11,63,15,9,100,14,20,9,10,21,2,0,0,0,0,"Block Group 1, Census Tract 9502, Wilkin County, Minnesota",70,38,18,37,93,18,26,21,37,4,25,37,27,29,30,16,93,53,53,15,93,35,93,93,93,93,15,93,20,93,93,93,93,34,93,93,93,93,93,93,93,56,93,17,93,93,4,93,25,10,93,17,52,18,14,39,18,18,16,16,23,4,93,93,93,93
"G27016709502002","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9502, Wilkin County, Minnesota",471,20,0,43,23,53,15,18,37,27,56,57,76,16,12,18,0,86,86,0,0,0,0,7,0,0,27,0,0,0,11,0,0,0,8,0,25,0,8,0,0,385,0,0,0,0,0,10,0,0,7,15,59,45,10,44,58,23,45,44,2,23,0,0,0,0,"Block Group 2, Census Tract 9502, Wilkin County, Minnesota",73,24,93,33,37,49,20,21,32,25,40,40,51,12,18,20,93,49,49,93,93,93,93,13,93,93,32,93,93,93,17,93,93,93,12,93,25,93,15,93,93,64,93,93,93,93,93,17,93,93,11,20,49,45,15,30,44,21,34,28,4,24,93,93,93,93
"G27016709502003","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9502, Wilkin County, Minnesota",364,10,36,0,18,33,81,10,56,15,26,14,36,22,7,0,0,136,121,10,0,0,0,0,0,0,0,64,0,36,0,0,0,11,0,0,0,0,0,0,15,228,0,0,0,0,0,28,0,14,37,19,42,12,2,0,36,13,0,9,0,9,7,0,0,0,"Block Group 3, Census Tract 9502, Wilkin County, Minnesota",73,15,25,93,22,29,50,13,48,23,30,18,29,26,12,93,93,54,51,15,93,93,93,93,93,93,93,35,93,33,93,93,93,18,93,93,93,93,93,93,16,63,93,93,93,93,93,37,93,17,25,22,36,18,4,93,32,20,93,13,93,14,12,93,93,93
"G27016709502004","2006-2010",,,"Minnesota","27","Wilkin County","167",,,"950200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9502, Wilkin County, Minnesota",270,0,0,61,13,22,9,24,8,15,57,54,0,7,0,0,0,73,73,0,0,0,0,0,21,10,0,0,23,0,0,0,0,10,9,0,0,0,0,0,0,197,19,16,0,28,0,11,0,7,0,20,12,20,6,6,29,7,0,16,0,0,0,0,0,0,"Block Group 4, Census Tract 9502, Wilkin County, Minnesota",61,93,93,42,22,25,14,27,12,17,47,32,93,14,93,93,93,46,46,93,93,93,93,93,26,16,93,93,36,93,93,93,93,15,14,93,93,93,93,93,93,42,16,24,93,27,93,17,93,12,93,21,19,23,11,10,26,14,93,24,93,93,93,93,93,93
"G27016906701001","2006-2010",,,"Minnesota","27","Winona County","169",,,"670100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6701, Winona County, Minnesota",571,50,29,20,33,33,23,45,32,21,68,67,62,49,17,14,8,83,66,0,0,0,0,0,0,3,3,6,8,3,3,7,1,0,2,0,8,22,0,0,17,488,4,0,9,1,4,0,0,4,8,11,9,24,19,49,41,51,53,52,38,57,11,27,3,13,"Block Group 1, Census Tract 6701, Winona County, Minnesota",53,24,18,12,21,14,20,20,19,10,32,24,20,15,11,12,11,32,30,93,93,93,93,93,93,4,5,9,10,4,5,6,2,93,3,93,7,24,93,93,11,51,6,93,13,3,4,93,93,4,13,12,7,15,11,25,16,24,25,22,18,22,9,12,5,12
"G27016906701002","2006-2010",,,"Minnesota","27","Winona County","169",,,"670100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6701, Winona County, Minnesota",529,45,35,7,12,7,60,15,16,14,58,68,90,74,9,14,5,62,48,0,3,5,7,0,6,0,0,5,0,0,0,0,19,0,2,1,0,0,0,0,14,467,5,5,0,4,0,2,0,0,11,3,12,8,10,33,62,84,58,54,32,45,7,31,1,0,"Block Group 2, Census Tract 6701, Winona County, Minnesota",64,20,32,7,8,7,45,10,11,9,19,21,27,31,8,8,5,36,32,93,4,5,9,93,10,93,93,9,93,93,93,93,27,93,3,4,93,93,93,93,15,62,8,5,93,6,93,3,93,93,14,5,8,6,7,19,24,24,20,19,15,15,6,39,4,93
"G27016906701003","2006-2010",,,"Minnesota","27","Winona County","169",,,"670100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6701, Winona County, Minnesota",1054,20,69,90,29,35,98,70,59,35,94,124,131,99,71,17,13,136,128,0,0,0,3,36,0,0,3,8,25,10,22,0,2,0,9,10,0,0,0,0,8,918,90,26,32,17,13,9,12,18,3,3,4,17,5,3,80,79,136,184,89,49,47,2,0,0,"Block Group 3, Census Tract 6701, Winona County, Minnesota",95,19,59,50,18,24,59,57,33,23,34,43,48,46,41,19,17,63,63,93,93,93,4,54,93,93,4,13,19,14,23,93,5,93,14,15,93,93,93,93,12,98,32,23,21,12,9,14,15,17,5,4,6,17,5,5,39,56,58,48,65,35,28,5,93,93
"G27016906701004","2006-2010",,,"Minnesota","27","Winona County","169",,,"670100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6701, Winona County, Minnesota",634,11,13,32,20,26,81,21,50,46,96,73,64,54,22,22,3,50,48,0,0,0,0,0,0,0,13,2,3,0,0,0,2,17,11,0,0,0,0,0,2,584,15,10,9,0,0,0,0,12,11,16,0,44,12,45,77,91,115,75,27,20,2,3,0,0,"Block Group 4, Census Tract 6701, Winona County, Minnesota",76,16,10,28,14,17,55,14,28,23,34,34,25,32,21,26,4,30,30,93,93,93,93,93,93,93,12,3,6,93,93,93,5,24,12,93,93,93,93,93,4,75,17,7,8,93,93,93,93,10,9,15,93,49,9,25,29,37,51,34,17,17,3,4,93,93
"G27016906702001","2006-2010",,,"Minnesota","27","Winona County","169",,,"670200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6702, Winona County, Minnesota",771,57,19,67,33,49,43,83,40,52,66,129,73,49,3,3,5,323,323,0,0,0,0,0,8,23,10,0,40,10,38,10,7,51,70,35,15,0,6,0,0,448,42,0,21,0,0,16,8,42,0,4,0,0,19,25,31,89,57,68,23,3,0,0,0,0,"Block Group 1, Census Tract 6702, Winona County, Minnesota",88,57,17,46,28,31,30,62,28,36,49,59,41,36,6,5,7,90,90,93,93,93,93,93,11,38,18,93,56,16,36,15,11,34,59,39,20,93,10,93,93,78,31,93,24,93,93,19,13,47,93,6,93,93,20,22,31,40,38,37,23,5,93,93,93,93
"G27016906702002","2006-2010",,,"Minnesota","27","Winona County","169",,,"670200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6702, Winona County, Minnesota",544,9,13,47,66,37,20,32,72,22,66,39,83,25,2,11,0,107,93,0,0,0,0,0,0,0,0,17,7,10,0,9,20,10,11,0,9,0,0,0,14,437,0,0,0,0,0,0,0,0,9,0,0,0,20,113,121,85,45,44,0,0,0,0,0,0,"Block Group 2, Census Tract 6702, Winona County, Minnesota",77,14,19,33,46,31,21,29,40,17,44,34,46,26,9,17,93,49,46,93,93,93,93,93,93,93,93,26,12,16,93,13,22,17,18,93,13,93,93,93,21,76,93,93,93,93,93,93,93,93,14,93,93,93,22,46,56,47,37,34,93,93,93,93,93,93
"G27016906703001","2006-2010",,,"Minnesota","27","Winona County","169",,,"670300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6703, Winona County, Minnesota",662,54,15,70,45,3,11,39,0,20,38,99,48,72,89,49,10,96,96,0,0,3,0,0,0,0,12,66,15,0,0,0,0,0,0,0,0,0,0,0,0,566,19,0,0,0,0,0,0,0,0,0,0,0,0,2,20,122,82,161,42,61,54,0,3,0,"Block Group 1, Census Tract 6703, Winona County, Minnesota",83,47,24,51,68,6,17,42,93,32,42,55,33,52,50,44,16,69,69,93,93,6,93,93,93,93,20,74,24,93,93,93,93,93,93,93,93,93,93,93,93,81,31,93,93,93,93,93,93,93,93,93,93,93,93,5,32,71,57,69,30,46,40,93,6,93
"G27016906703002","2006-2010",,,"Minnesota","27","Winona County","169",,,"670300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6703, Winona County, Minnesota",405,48,16,79,0,16,16,15,16,0,17,67,74,30,11,0,0,122,122,0,0,0,0,0,79,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,113,43,30,0,15,0,0,0,0,"Block Group 2, Census Tract 6703, Winona County, Minnesota",81,37,24,58,93,25,27,24,22,93,28,52,51,24,17,93,93,50,50,93,93,93,93,93,43,93,93,93,24,24,93,93,93,93,93,93,93,93,93,93,93,72,93,93,93,93,93,93,93,93,93,93,93,93,93,37,35,70,26,24,93,25,93,93,93,93
"G27016906703003","2006-2010",,,"Minnesota","27","Winona County","169",,,"670300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6703, Winona County, Minnesota",661,115,62,42,50,31,67,15,65,16,60,39,54,32,13,0,0,267,267,0,0,0,48,46,0,0,22,80,0,18,0,44,0,0,9,0,0,0,0,0,0,394,17,0,0,19,0,15,0,0,20,0,29,0,17,54,77,57,46,43,0,0,0,0,0,0,"Block Group 3, Census Tract 6703, Winona County, Minnesota",85,71,44,47,40,34,51,24,34,26,58,37,46,36,20,93,93,92,92,93,93,93,45,35,93,93,32,61,93,27,93,52,93,93,17,93,93,93,93,93,93,74,27,93,93,27,93,24,93,93,32,93,32,93,27,47,50,45,44,39,93,93,93,93,93,93
"G27016906703004","2006-2010",,,"Minnesota","27","Winona County","169",,,"670300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6703, Winona County, Minnesota",517,15,70,0,12,52,34,53,63,14,64,83,57,0,0,0,0,286,270,0,0,0,0,0,0,0,4,0,0,90,50,28,0,0,29,15,0,0,0,54,16,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,80,63,0,0,0,0,0,0,0,"Block Group 4, Census Tract 6703, Winona County, Minnesota",79,25,50,93,20,39,37,51,48,24,51,62,44,93,93,93,93,72,67,93,93,93,93,93,93,93,7,93,93,65,49,32,93,93,35,26,93,93,93,49,25,72,93,93,93,93,93,93,93,93,93,93,93,93,93,93,54,56,42,93,93,93,93,93,93,93
"G27016906704001","2006-2010",,,"Minnesota","27","Winona County","169",,,"670400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6704, Winona County, Minnesota",291,19,9,22,39,19,8,12,10,35,36,14,42,14,12,0,0,79,72,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,51,0,0,0,0,0,7,212,0,0,0,0,0,0,0,0,0,0,0,43,39,48,25,23,22,12,0,0,0,0,0,0,"Block Group 1, Census Tract 6704, Winona County, Minnesota",64,23,13,25,58,21,13,20,16,34,34,18,35,22,19,93,93,62,61,93,93,93,93,93,20,93,93,93,93,13,93,93,93,93,61,93,93,93,93,93,12,46,93,93,93,93,93,93,93,93,93,93,93,32,30,39,30,24,24,19,93,93,93,93,93,93
"G27016906704002","2006-2010",,,"Minnesota","27","Winona County","169",,,"670400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6704, Winona County, Minnesota",340,49,9,26,22,41,32,25,0,7,31,54,44,0,0,0,0,91,91,0,0,0,0,0,0,0,15,0,34,0,0,0,22,9,0,0,11,0,0,0,0,249,0,0,0,0,0,0,0,15,0,0,11,12,36,41,79,19,36,0,0,0,0,0,0,0,"Block Group 2, Census Tract 6704, Winona County, Minnesota",73,57,15,21,25,33,24,24,93,12,30,43,46,93,93,93,93,60,60,93,93,93,93,93,93,93,23,93,53,93,93,93,25,14,93,93,17,93,93,93,93,68,93,93,93,93,93,93,93,22,93,93,17,19,30,34,45,22,45,93,93,93,93,93,93,93
"G27016906704003","2006-2010",,,"Minnesota","27","Winona County","169",,,"670400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6704, Winona County, Minnesota",272,9,32,58,0,13,33,0,25,0,40,19,11,32,0,0,0,68,68,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,44,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,16,8,66,13,38,27,14,0,0,22,0,0,0,0,"Block Group 3, Census Tract 6704, Winona County, Minnesota",89,14,29,73,93,19,36,93,28,93,32,22,18,39,93,93,93,72,72,93,93,93,93,14,93,93,93,93,93,93,93,93,93,24,70,93,93,93,93,93,93,62,93,93,93,93,93,93,93,93,93,93,19,14,49,19,29,30,22,93,93,35,93,93,93,93
"G27016906704004","2006-2010",,,"Minnesota","27","Winona County","169",,,"670400","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6704, Winona County, Minnesota",488,70,81,57,15,8,47,0,9,20,88,25,37,10,10,0,11,228,228,40,0,0,0,0,0,0,14,13,39,0,11,0,0,0,0,42,14,55,0,0,0,260,0,11,0,0,0,0,0,0,0,0,26,21,10,111,23,46,0,12,0,0,0,0,0,0,"Block Group 4, Census Tract 6704, Winona County, Minnesota",112,62,73,65,19,13,59,93,14,23,63,27,33,15,15,93,17,110,110,60,93,93,93,93,93,93,23,22,56,93,17,93,93,93,93,64,24,63,93,93,93,83,93,18,93,93,93,93,93,93,93,93,23,22,17,62,23,37,93,18,93,93,93,93,93,93
"G27016906704005","2006-2010",,,"Minnesota","27","Winona County","169",,,"670400","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6704, Winona County, Minnesota",323,0,13,0,29,25,9,28,22,37,20,29,64,30,9,0,8,50,50,0,0,0,0,0,0,0,0,0,0,36,14,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,31,41,24,92,65,10,0,10,0,0,0,0,0,"Block Group 5, Census Tract 6704, Winona County, Minnesota",61,93,20,93,28,29,14,32,25,35,23,26,42,28,14,93,13,29,29,93,93,93,93,93,93,93,93,93,93,27,22,93,93,93,93,93,93,93,93,93,93,52,93,93,93,93,93,93,93,93,93,93,93,29,38,26,48,38,15,93,15,93,93,93,93,93
"G27016906704006","2006-2010",,,"Minnesota","27","Winona County","169",,,"670400","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 6704, Winona County, Minnesota",285,29,40,12,30,0,51,8,25,11,36,9,12,22,0,0,0,52,42,0,0,0,0,0,8,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,10,233,0,0,0,0,0,0,0,0,0,9,0,12,57,50,54,39,12,0,0,0,0,0,0,0,"Block Group 6, Census Tract 6704, Winona County, Minnesota",50,30,49,19,28,93,46,12,24,17,26,14,20,25,93,93,93,44,42,93,93,93,93,93,12,93,93,23,93,93,32,93,93,93,93,93,93,93,93,93,16,62,93,93,93,93,93,93,93,93,93,14,93,19,54,37,39,32,20,93,93,93,93,93,93,93
"G27016906705001","2006-2010",,,"Minnesota","27","Winona County","169",,,"670500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6705, Winona County, Minnesota",595,191,168,118,0,25,31,14,17,0,0,0,15,16,0,0,0,572,572,0,0,50,45,95,29,8,62,17,34,23,17,22,48,35,69,0,0,18,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 6705, Winona County, Minnesota",133,123,91,70,93,27,43,23,27,93,93,93,23,25,93,93,93,132,132,93,93,65,49,46,42,18,45,29,30,30,27,35,75,39,83,93,93,31,93,93,93,28,93,93,93,93,93,93,93,93,93,93,93,93,25,93,13,93,93,93,93,93,93,93,93,93
"G27016906705002","2006-2010",,,"Minnesota","27","Winona County","169",,,"670500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6705, Winona County, Minnesota",341,118,0,17,45,32,0,42,0,0,55,0,21,11,0,0,0,320,304,0,0,0,0,14,0,0,74,0,87,0,57,48,0,0,13,0,11,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,"Block Group 2, Census Tract 6705, Winona County, Minnesota",86,98,93,27,48,37,93,39,93,93,52,93,32,19,93,93,93,84,84,93,93,93,93,23,93,93,57,93,58,93,70,64,93,93,21,93,19,93,93,93,24,32,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,32,93,93,93,93,93,93,93
"G27016906705003","2006-2010",,,"Minnesota","27","Winona County","169",,,"670500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6705, Winona County, Minnesota",248,27,32,108,0,0,0,0,0,17,64,0,0,0,0,0,0,84,84,0,0,0,0,0,15,0,0,0,52,0,0,0,0,0,0,0,0,0,17,0,0,164,0,0,0,0,0,0,0,0,14,0,18,0,40,13,79,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 6705, Winona County, Minnesota",70,31,28,80,93,93,93,93,93,24,46,93,93,93,93,93,93,66,66,93,93,93,93,93,27,93,93,93,73,93,93,93,93,93,93,93,93,93,27,93,93,60,93,93,93,93,93,93,93,93,23,93,28,93,47,22,55,93,93,93,93,93,93,93,93,93
